,地址,区域,小区,租凭方式,租金,楼层,面积,户型,朝向,发布日期,具体日期,介绍,看房记录（最新成交日期）,看房记录（最新成交价格）,距离地铁站距离,入住,租期,看房,电梯,车位,用水,用电,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,经度,纬度,链接,信息采集时间
60,松江,九亭,奥林匹克花园,整租,5500,低楼层/13层,89㎡,2室2厅1卫,朝南 北,1个月前,2019-06-29,,2019-07-25,6600元/月,1086m,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,有,无,有,有,无,有,有,无,无,无,无,121.327304,31.147409,https://sh.lianjia.com/zufang/SH2298573737915580416.html,2019-07-31 19:49:42
61,松江,九亭,嘉和阳光城,整租,7800,低楼层/29层,135㎡,3室2厅2卫,朝南,13天前,2019-07-18,,2019-07-13,6300元/月,832m,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.315865,31.133066,https://sh.lianjia.com/zufang/SH2303363145009741824.html,2019-07-31 19:49:43
62,松江,九亭,三盛颐景园(公寓),整租,5300,中楼层/9层,93㎡,2室2厅1卫,朝南 北,22天前,2019-07-09,,2019-07-19,5100元/月,,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,无,无,有,有,有,无,有,无,无,有,无,121.340572,31.123537,https://sh.lianjia.com/zufang/SH2298457776994918400.html,2019-07-31 19:49:44
63,松江,九亭,新虹桥首府(公寓),整租,7800,高楼层/20层,119㎡,3室2厅2卫,朝南 北,6天前,2019-07-25,,2019-07-28,6500元/月,,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,有,无,有,有,有,有,有,无,无,有,无,121.305053,31.150091,https://sh.lianjia.com/zufang/SH2308487380464058368.html,2019-07-31 19:49:46
64,浦东,金杨,金杨六街坊,整租,5600,中楼层/6层,52㎡,1室1厅1卫,朝南,2天前,2019-07-29,,2019-07-19,4200元/月,400m,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,有,无,无,有,有,有,有,无,无,有,无,121.610583,31.205027,https://sh.lianjia.com/zufang/SH2310668028020260864.html,2019-07-31 19:49:46
65,浦东,塘桥,中远行家,整租,5900,高楼层/28层,51㎡,1室1厅1卫,朝南,3天前,2019-07-27,,2019-07-20,7000元/月,802m,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,有,无,无,有,无,无,无,无,无,无,无,121.529211,31.203389,https://sh.lianjia.com/zufang/SH2310189872658251776.html,2019-07-31 19:49:47
66,闵行,春申,高兴花园,整租,3300,未知/6层,53㎡,1室1厅1卫,朝南,1个月前,2019-06-24,,2019-07-30,2950元/月,,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.407978,31.113621,https://sh.lianjia.com/zufang/SH2298573486475714560.html,2019-07-31 19:49:49
67,徐汇,康健,花苑村玉兰园,整租,7680,高楼层/6层,77㎡,2室2厅1卫,朝南 北,1天前,2019-07-29,,2019-07-13,4500元/月,118m,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.413358,31.144051,https://sh.lianjia.com/zufang/SH2311637375119261696.html,2019-07-31 19:49:49
68,闵行,梅陇,罗阳四村,整租,3500,低楼层/6层,46㎡,1室1厅1卫,朝南,3天前,2019-07-28,,2019-07-27,4000元/月,,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.409297,31.120455,https://sh.lianjia.com/zufang/SH2310625969142513664.html,2019-07-31 19:49:50
69,闵行,春申,高兴花园,整租,3500,高楼层/6层,47㎡,1室1厅1卫,朝南,11天前,2019-07-20,,2019-07-30,2950元/月,,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.407978,31.113621,https://sh.lianjia.com/zufang/SH2304782914639888384.html,2019-07-31 19:49:51
70,徐汇,徐家汇,汇贤雅居,整租,12000,中楼层/22层,95㎡,2室2厅1卫,朝南 北,3天前,2019-07-28,,2019-06-17,7500元/月,466m,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,有,无,有,有,有,有,有,无,无,有,无,121.427423,31.191027,https://sh.lianjia.com/zufang/SH2310886040082325504.html,2019-07-31 19:49:52
71,闵行,春申,银河新都,整租,4800,低楼层/14层,77㎡,2室1厅1卫,朝南,1天前,2019-07-29,,2019-07-22,4800元/月,,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,有,无,有,有,无,有,有,无,无,有,无,121.413895,31.093570,https://sh.lianjia.com/zufang/SH2311665708767125504.html,2019-07-31 19:49:53
72,闵行,龙柏,龙柏二村,整租,5500,中楼层/6层,52㎡,2室1厅1卫,朝南,2天前,2019-07-29,,2019-07-26,4500元/月,985m,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.410704,31.140333,https://sh.lianjia.com/zufang/SH2311528690829230080.html,2019-07-31 19:49:54
73,闵行,梅陇,罗阳七村(华宝小区),整租,4300,高楼层/6层,53㎡,2室1厅1卫,朝南,2天前,2019-07-29,,2019-07-20,5400元/月,845m,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,有,无,有,有,有,有,有,无,无,有,无,121.400743,31.122807,https://sh.lianjia.com/zufang/SH2311284428355141632.html,2019-07-31 19:49:54
74,闵行,莘庄,黎安二村(北区),整租,4700,高楼层/6层,62㎡,2室1厅1卫,朝南,3天前,2019-07-28,,2019-03-27,4500元/月,1070m,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,有,无,有,有,有,有,有,无,无,有,无,121.372127,31.130647,https://sh.lianjia.com/zufang/SH2310629931870330880.html,2019-07-31 19:49:55
75,松江,九亭,青春驿站,整租,4200,中楼层/15层,41㎡,1室1厅1卫,朝南,11天前,2019-07-20,,2019-07-28,4000元/月,729m,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,有,无,有,有,有,有,有,无,无,有,无,121.317383,31.135061,https://sh.lianjia.com/zufang/SH2304815144426799104.html,2019-07-31 19:49:56
76,闵行,航华,航华四村,整租,4500,高楼层/6层,45㎡,1室1厅1卫,朝南,3天前,2019-07-28,,2019-07-24,6300元/月,346m,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,无,无,有,有,有,无,有,无,无,有,无,121.410704,31.140333,https://sh.lianjia.com/zufang/SH2310832365305602048.html,2019-07-31 19:49:58
77,浦东,世博,德州大楼,整租,6500,低楼层/25层,69㎡,2室1厅1卫,朝南,2天前,2019-07-28,,2019-03-12,4600元/月,651m,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,无,无,有,有,有,无,有,无,无,有,无,,,https://sh.lianjia.com/zufang/SH2310939519110610944.html,2019-07-31 19:49:59
78,闵行,春申,上海春城,整租,6000,中楼层/17层,104㎡,2室2厅1卫,朝南 北,10天前,2019-07-21,,2019-07-28,6500元/月,,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,有,无,有,有,有,有,有,无,无,有,无,121.408616,31.104626,https://sh.lianjia.com/zufang/SH2305577700737155072.html,2019-07-31 19:50:00
79,闵行,梅陇,罗锦新苑,整租,6000,未知/6层,87㎡,2室2厅1卫,朝南,1个月前,2019-06-08,"【房源亮点】 户型方正，家具齐全，带阁楼，有两厅两卫，业主可以办理居住证，居住体验很好，小区环境也比较优美，自住率高，一般小区不出房子的。
【装修描述】 业主自住，头次出租，保养得还可以，顶楼带阁楼，实际是可当三房两厅，两卫，
【交通出行】 近莲花路地铁站出行方便，出门就是公交站，驾车可上外环高速到达徐家汇、虹桥商圈十分方便。
【出租原因】 业主因为小孩上学，不在这里居住，因此出租。希望能找爱干净的租客，
",2018-02-09,6500元/月,,随时入住,暂无数据,随时可看,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.409210,31.122367,https://sh.lianjia.com/zufang/SH2298572651188191232.html,2019-07-31 19:50:01
80,闵行,金汇,锦绣江南(一期),整租,11000,高楼层/11层,115㎡,3室2厅1卫,朝南,3天前,2019-07-28,,2019-07-28,12000元/月,866m,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,有,无,有,有,有,有,有,无,无,有,无,121.371091,31.181370,https://sh.lianjia.com/zufang/SH2310827491532472320.html,2019-07-31 19:50:02
81,闵行,春申,春申景城湖滨晨韵,整租,8600,中楼层/17层,117㎡,3室2厅2卫,朝南,3天前,2019-07-28,,2019-07-28,6000元/月,,随时入住,暂无数据,随时可看,有,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.410704,31.140333,https://sh.lianjia.com/zufang/SH2310873075195060224.html,2019-07-31 19:50:03
82,徐汇,万体馆,漕溪二村,整租,1800,低楼层/29层,15㎡,1室0厅0卫,朝南,5天前,2019-07-26,,2019-05-29,4000元/月,388m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.437241,31.171730,https://sh.lianjia.com/zufang/SH2309187431586873344.html,2019-07-31 19:50:04
83,黄浦,新天地,万宜坊,整租,5200,中楼层/3层,54㎡,2室1厅1卫,朝南,5天前,2019-07-26,,2018-12-26,1600元/月,360m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.471288,31.214039,https://sh.lianjia.com/zufang/SH2309187365543092224.html,2019-07-31 19:50:05
84,浦东,川沙,思凡花苑六街坊,整租,2200,中楼层/6层,51㎡,1室1厅1卫,朝南,4天前,2019-07-27,,2019-06-16,2400元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.610583,31.205027,https://sh.lianjia.com/zufang/SH2310087147090354176.html,2019-07-31 19:50:06
85,普陀,曹杨,曹杨九村,整租,3200,中楼层/6层,36㎡,1室1厅1卫,朝南,1天前,2019-07-30,,2019-07-24,3800元/月,664m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.427780,31.237668,https://sh.lianjia.com/zufang/SH2312141713776852992.html,2019-07-31 19:50:06
86,徐汇,长桥,长桥一村,整租,3700,中楼层/5层,35㎡,2室0厅1卫,朝南,5天前,2019-07-26,,2019-07-28,3500元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.437675,31.136695,https://sh.lianjia.com/zufang/SH2309088451288907776.html,2019-07-31 19:50:07
87,黄浦,南京东路,山北小区,整租,5000,高楼层/7层,34㎡,1室1厅1卫,朝南,2天前,2019-07-29,,2019-07-28,520000元/月,147m,2019-08-23,1年以内,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.483071,31.239995,https://sh.lianjia.com/zufang/SH2311606815453872128.html,2019-07-31 19:50:08
88,普陀,桃浦,桃浦三村和乐苑,整租,2900,中楼层/6层,40㎡,1室1厅1卫,朝南,5天前,2019-07-26,,2019-06-30,3000元/月,108m,2019-08-25,暂无数据,一般下班后可看,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.347311,31.282709,https://sh.lianjia.com/zufang/SH2309395043762577408.html,2019-07-31 19:50:09
89,徐汇,华东理工,梅陇三村,整租,3000,中楼层/6层,37㎡,1室1厅1卫,朝南,2天前,2019-07-29,,2019-07-28,3600元/月,1017m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.417580,31.135740,https://sh.lianjia.com/zufang/SH2311376995436462080.html,2019-07-31 19:50:10
90,徐汇,龙华,宛南一村,整租,4600,高楼层/5层,32㎡,1室1厅1卫,朝南 北,2天前,2019-07-29,,2019-05-19,4700元/月,733m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.450615,31.184111,https://sh.lianjia.com/zufang/SH2311593719997923328.html,2019-07-31 19:50:12
91,徐汇,长桥,长桥五村,整租,4200,高楼层/6层,55㎡,2室1厅1卫,朝南,3天前,2019-07-28,,2019-07-19,4200元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.435623,31.136025,https://sh.lianjia.com/zufang/SH2310580311148740608.html,2019-07-31 19:50:12
92,普陀,桃浦,桃浦十村（紫腾苑小区白丽路701弄）,整租,3000,中楼层/6层,33㎡,1室0厅1卫,朝南,3天前,2019-07-28,,2019-07-26,3200元/月,663m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.346200,31.288015,https://sh.lianjia.com/zufang/SH2310702271283347456.html,2019-07-31 19:50:13
93,浦东,康桥,海尚乐苑,整租,2000,低楼层/14层,58㎡,1室1厅1卫,朝南,7天前,2019-07-24,,2019-07-24,3500元/月,950m,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.603124,31.116215,https://sh.lianjia.com/zufang/SH2307762132470464512.html,2019-07-31 19:50:14
94,浦东,康桥,达城锦园,整租,2200,低楼层/14层,55㎡,1室1厅1卫,朝南,6天前,2019-07-25,,2019-07-29,3000元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.602271,31.119540,https://sh.lianjia.com/zufang/SH2308439856818700288.html,2019-07-31 19:50:15
95,浦东,周浦,公元新村,整租,2200,低楼层/5层,52㎡,2室1厅1卫,朝南,7天前,2019-07-24,,2019-07-29,2800元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.576361,31.121715,https://sh.lianjia.com/zufang/SH2307667460914429952.html,2019-07-31 19:50:16
96,徐汇,植物园,百龙小区,整租,3400,中楼层/6层,42㎡,1室1厅1卫,朝南,1天前,2019-07-30,,2019-06-24,3500元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.449900,31.144920,https://sh.lianjia.com/zufang/SH2312333172756987904.html,2019-07-31 19:50:17
97,静安,江宁路,江宁路906弄,整租,6500,高楼层/7层,46㎡,1室1厅1卫,朝南,3天前,2019-07-27,,2019-06-07,5400元/月,1102m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,有,无,有,有,121.447173,31.240696,https://sh.lianjia.com/zufang/SH2310169572990255104.html,2019-07-31 19:50:18
98,徐汇,龙华,龙南三四村,整租,4200,高楼层/7层,48㎡,1室1厅1卫,朝南,今天,2019-07-30,,2019-07-29,3750元/月,869m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,无,有,有,121.456832,31.155777,https://sh.lianjia.com/zufang/SH2312342294051176448.html,2019-07-31 19:50:19
99,黄浦,打浦桥,南园小区,整租,6500,中楼层/29层,51㎡,1室1厅1卫,朝东南,2天前,2019-07-29,,2019-07-20,6300元/月,173m,2019-08-08,1年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,无,121.474293,31.193938,https://sh.lianjia.com/zufang/SH2311577245904543744.html,2019-07-31 19:50:19
100,黄浦,淮海中路,花园坊,整租,6500,高楼层/7层,39㎡,1室1厅1卫,朝南,6天前,2019-07-25,,2019-05-03,1800元/月,625m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.466292,31.213712,https://sh.lianjia.com/zufang/SH2308616511113404416.html,2019-07-31 19:50:20
101,普陀,光新,光新苑,整租,3400,低楼层/7层,40㎡,1室1厅1卫,朝南,8天前,2019-07-23,,2019-07-07,4800元/月,455m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.432439,31.253019,https://sh.lianjia.com/zufang/SH2307244555239424000.html,2019-07-31 19:50:21
102,徐汇,康健,杜鹃园,整租,4200,高楼层/6层,48㎡,1室1厅1卫,朝南,5天前,2019-07-25,,2019-07-27,4300元/月,978m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.419417,31.166917,https://sh.lianjia.com/zufang/SH2308761299485458432.html,2019-07-31 19:50:22
103,徐汇,康健,花苑村紫竹园,整租,4200,高楼层/6层,44㎡,1室1厅1卫,朝南,5天前,2019-07-26,,2019-07-22,3400元/月,,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.419417,31.166917,https://sh.lianjia.com/zufang/SH2309283707329970176.html,2019-07-31 19:50:23
104,徐汇,徐家汇,乐山六七村,整租,4600,低楼层/7层,34㎡,1室0厅1卫,朝南,2天前,2019-07-29,,2019-07-27,3850元/月,733m,2019-08-10,2年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,有,有,有,121.430379,31.195676,https://sh.lianjia.com/zufang/SH2311508209422311424.html,2019-07-31 19:50:24
105,杨浦,黄兴公园,控江四村,整租,3000,高楼层/4层,28㎡,1室0厅1卫,朝南,7天前,2019-07-24,,2019-07-28,2700元/月,662m,2019-09-01,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.530003,31.293311,https://sh.lianjia.com/zufang/SH2307975909904760832.html,2019-07-31 19:50:25
